"","from_id","to_id","travel_time_p50"
"772","E02000874","Big Chill Bar",24
"773","E02000874","Kansas Smitty's",24
"774","E02000874","Pickle Factory",14
"775","E02000874","Tobacco Dock",30
"776","E02000874","Bjs White Swan",26
"777","E02000874","Thomas Neale",21
"778","E02000874","Troxy",24
"779","E02000874","Leman Street Tavern",29
"780","E02000874","City Zebrano",30
"781","E02000874","Queens Head",25
"782","E02000874","The George Tavern",19
"783","E02000874","Castle",25
"784","E02000874","The White Hart",24
"785","E02000874","Apples & Pears",21
"786","E02000874","Som Saa",27
"787","E02000874","Indo",19
"788","E02000874","93 Feet East",22
"789","E02000874","Second Home",23
"790","E02000874","Cafe 1001",23
"791","E02000874","Rough Trade East",23
"792","E02000874","Queen Of Hoxton",29
"793","E02000874","Horse & Groom",28
"794","E02000874","Boxpark",26
"795","E02000874","Village Underground",26
"796","E02000874","Shoreditch House",26
"797","E02000874","Beach Blanket Babylon",21
"798","E02000874","Concrete",23
"799","E02000874","Rich Mix",20
"800","E02000874","Owl & Pussycat",22
"801","E02000874","The Old Blue Last",26
"802","E02000874","Hoxton Pony",28
"803","E02000874","Ace Hotel",25
"804","E02000874","Miranda",25
"805","E02000874","Strongroom Bar And Kitchen",29
"806","E02000874","Barrio Shoreditch",27
"807","E02000874","The Lighthouse",28
"808","E02000874","Dragon Bar",27
"809","E02000874","Autograph Abp",28
"810","E02000874","Cargo",28
"811","E02000874","Shoreditch Town Hall",28
"812","E02000874","The Corner Shop",28
"813","E02000874","Star Of Bethnal Green",12
"814","E02000874","The Misty Moon",7
"815","E02000874","Shoreditch Platform",29
"816","E02000874","The Old Shoreditch Station",29
"817","E02000874","Catch",28
"818","E02000874","Looking Glass Cocktail Club",28
"819","E02000874","Bethnal Green Working Men's Club",16
"820","E02000874","Dundee Arms",9
"821","E02000874","The Gallery Cafe",10
"822","E02000874","Folklore",26
"823","E02000874","A Portuguese Love Affair Deli Café",20
"824","E02000874","Sebright Arms",18
"825","E02000874","Apiary Studios",14
"826","E02000874","Crown",21
"827","E02000874","Oval Space",18
"828","E02000874","Hare",16
"829","E02000874","Guest Projects",21
"830","E02000874","Martello Hall",24
"831","E02000874","Mangle E8",24
"832","E02000874","The Dolphin",28
"833","E02000875","Jamboree",22
"834","E02000875","Bjs White Swan",27
"835","E02000875","Troxy",30
"836","E02000875","Queens Head",25
"837","E02000875","Cody Dock",30
"838","E02000875","Beehive",14
"839","E02000875","Bloc",10
"840","E02000875","The Bridge",20
"841","E02000875","Crown",29
"842","E02000875","Eleanor Arms",26
"843","E02000875","The Lighthouse",27
"844","E02000875","The View Tube",29
"845","E02000872","Big Chill Bar",11
"846","E02000872","Kansas Smitty's",24
"847","E02000872","Pickle Factory",18
"848","E02000872","Revolution",30
"849","E02000872","Pause Bar",26
"850","E02000872","Thomas Neale",29
"851","E02000872","Revolution",28
"852","E02000872","Leman Street Tavern",23
"853","E02000872","City Zebrano",24
"854","E02000872","Balls Brothers",25
"855","E02000872","Castle",22
"856","E02000872","Tokenhouse",29
"857","E02000872","The White Hart",19
"858","E02000872","Apples & Pears",19
"859","E02000872","Cinnamon Kitchen",20
"860","E02000872","Old Bengal Bar",22
"861","E02000872","Som Saa",18
"862","E02000872","Astronomer",19
"863","E02000872","Dirty Dicks Public House",19
"864","E02000872","Indo",18
"865","E02000872","South Place Hotel",24
"866","E02000872","93 Feet East",10
"867","E02000872","Barbican Centre",28
"868","E02000872","Milton Court, Guildhall School Of Music And Drama",28
"869","E02000872","Second Home",14
"870","E02000872","Cafe 1001",11
"871","E02000872","Rough Trade East",11
"872","E02000872","The Yard",16
"873","E02000872","Queen Of Hoxton",15
"874","E02000872","Horse & Groom",13
"875","E02000872","Boxpark",11
"876","E02000872","Village Underground",12
"877","E02000872","Nomad London",28
"878","E02000872","Shoreditch House",11
"879","E02000872","Beach Blanket Babylon",6
"880","E02000872","Concrete",9
"881","E02000872","Rich Mix",6
"882","E02000872","Owl & Pussycat",7
"883","E02000872","The Old Blue Last",12
"884","E02000872","Red Gallery",17
"885","E02000872","Mcqueen",18
"886","E02000872","Lso St. Luke's",27
"887","E02000872","The Magic Roundabout",21
"888","E02000872","Xoyo",18
"889","E02000872","Hoxton Pony",12
"890","E02000872","The Yard",16
"891","E02000872","Trapeze Bar",16
"892","E02000872","Ace Hotel",10
"893","E02000872","Miranda",10
"894","E02000872","Club Aquarium",18
"895","E02000872","Strongroom Bar And Kitchen",13
"896","E02000872","Barrio Shoreditch",11
"897","E02000872","Golden Bee",18
"898","E02000872","The Lighthouse",13
"899","E02000872","Dragon Bar",11
"900","E02000872","Red Market",16
"901","E02000872","Autograph Abp",13
"902","E02000872","Bounce Shoreditch",17
"903","E02000872","Cargo",12
"904","E02000872","Roadtrip & The Workshop",17
"905","E02000872","Shoreditch Town Hall",12
"906","E02000872","The Corner Shop",11
"907","E02000872","Britannia",28
"908","E02000872","Trafik",14
"909","E02000872","333 Club",14
"910","E02000872","Star Of Bethnal Green",9
"911","E02000872","The Misty Moon",14
"912","E02000872","Shoreditch Platform",12
"913","E02000872","The Old Shoreditch Station",12
"914","E02000872","Hoxton Square Bar And Kitchen",15
"915","E02000872","Electricity Showrooms",14
"916","E02000872","Charlie Wright's International Bar",17
"917","E02000872","Troy Bar",13
"918","E02000872","Catch",11
"919","E02000872","The Red Lion",16
"920","E02000872","Looking Glass Cocktail Club",11
"921","E02000872","Bethnal Green Working Men's Club",9
"922","E02000872","Basing House",14
"923","E02000872","Lion & Lamb",18
"924","E02000872","Dundee Arms",16
"925","E02000872","The Macbeth",16
"926","E02000872","The Gallery Cafe",18
"927","E02000872","Folklore",10
"928","E02000872","A Portuguese Love Affair Deli Café",11
"929","E02000872","Beehive",25
"930","E02000872","Hoxton Hall",18
"931","E02000872","Number 177 Bar",18
"932","E02000872","Sebright Arms",16
"933","E02000872","Apiary Studios",17
"934","E02000872","Shelter",21
"935","E02000872","Oval Space",21
"936","E02000872","Hare",21
"937","E02000872","Kings Head Members Club",21
"938","E02000872","La Cabina",21
"939","E02000872","Guest Projects",23
"940","E02000872","The Glory",22
"941","E02000872","Martello Hall",29
"942","E02000872","Mangle E8",29
"943","E02000873","Pickle Factory",24
"944","E02000873","Bjs White Swan",26
"945","E02000873","Troxy",26
"946","E02000873","Queens Head",25
"947","E02000873","The George Tavern",26
"948","E02000873","Star Of Bethnal Green",23
"949","E02000873","The Misty Moon",19
"950","E02000873","Bethnal Green Working Men's Club",27
"951","E02000873","Dundee Arms",17
"952","E02000873","The Gallery Cafe",16
"953","E02000873","Sebright Arms",28
"954","E02000873","Apiary Studios",23
"955","E02000873","Crown",21
"956","E02000873","Oval Space",27
"957","E02000873","Hare",23
"958","E02000873","Guest Projects",30
"959","E02000870","Big Chill Bar",30
"960","E02000870","Kansas Smitty's",23
"961","E02000870","Pickle Factory",14
"962","E02000870","Bjs White Swan",29
"963","E02000870","Thomas Neale",28
"964","E02000870","Troxy",27
"965","E02000870","Queens Head",29
"966","E02000870","The George Tavern",25
"967","E02000870","Apples & Pears",28
"968","E02000870","Indo",26
"969","E02000870","93 Feet East",27
"970","E02000870","Second Home",29
"971","E02000870","Cafe 1001",29
"972","E02000870","Rough Trade East",29
"973","E02000870","Boxpark",29
"974","E02000870","Village Underground",30
"975","E02000870","Shoreditch House",29
"976","E02000870","Beach Blanket Babylon",26
"977","E02000870","Concrete",27
"978","E02000870","Rich Mix",26
"979","E02000870","Owl & Pussycat",27
"980","E02000870","Ace Hotel",28
"981","E02000870","Miranda",28
"982","E02000870","Barrio Shoreditch",29
"983","E02000870","Dragon Bar",29
"984","E02000870","Cargo",29
"985","E02000870","Shoreditch Town Hall",30
"986","E02000870","The Corner Shop",29
"987","E02000870","Star Of Bethnal Green",12
"988","E02000870","The Misty Moon",10
"989","E02000870","Shoreditch Platform",29
"990","E02000870","The Old Shoreditch Station",29
"991","E02000870","Catch",29
"992","E02000870","Looking Glass Cocktail Club",28
"993","E02000870","Bethnal Green Working Men's Club",16
"994","E02000870","Dundee Arms",7
"995","E02000870","The Gallery Cafe",5
"996","E02000870","Folklore",26
"997","E02000870","A Portuguese Love Affair Deli Café",21
"998","E02000870","Sebright Arms",18
"999","E02000870","Apiary Studios",13
"1000","E02000870","Crown",13
"1001","E02000870","Oval Space",17
"1002","E02000870","Hare",13
"1003","E02000870","Eleanor Arms",23
"1004","E02000870","Guest Projects",20
"1005","E02000870","Martello Hall",22
"1006","E02000870","Mangle E8",23
"1007","E02000870","The Dolphin",23
"1008","E02000870","Peoples Park Tavern",26
"1009","E02000870","Fieldworks",29
"1010","E02000870","The Kenton",29
"1011","E02000871","Fold",29
"1012","E02000871","Cody Dock",24
"1013","E02000871","Beehive",10
"1014","E02000871","Arch 1",31
"1015","E02000871","Bloc",4
"1016","E02000871","The Bridge",9
"1017","E02000871","Eleanor Arms",25
"1018","E02000871","The Lighthouse",22
"1019","E02000871","The View Tube",19
"1020","E02000871","London Stadium",26
"1021","E02000871","Stour Space",28
"1022","E02000056","Bald Faced Stag",19
"1023","E02000056","Five Bells",14
"1024","E02000056","Windsor Castle",19
"1025","E02000057","Midland Hotel",23
"1026","E02000057","Greyhound",16
"1027","E02000055","Midland Hotel",22
"1028","E02000055","Greyhound",9
"1029","E02000052","Bald Faced Stag",10
"1030","E02000052","Five Bells",6
"1031","E02000052","Windsor Castle",2
"1032","E02000053","Chandos",13
"1033","E02000050","Bald Faced Stag",26
"1034","E02000050","Five Bells",21
"1035","E02000050","Windsor Castle",16
"1036","E02000050","Catcher In The Rye",27
"1037","E02000050","Joiners Arms",20
"1038","E02000050","Artsdepot",21
"1039","E02000050","Bohemia",25
"1040","E02000878","Big Chill Bar",4
"1041","E02000878","Pickle Factory",30
"1042","E02000878","Crown River Cruises",26
"1043","E02000878","Tobacco Dock",28
"1044","E02000878","St. Magnus The Martyr",24
"1045","E02000878","The Steelyard",27
"1046","E02000878","Revolution",18
"1047","E02000878","Yager Bar",29
"1048","E02000878","St. Stephen Walbrook",24
"1049","E02000878","Madison",28
"1050","E02000878","Pause Bar",14
"1051","E02000878","Thomas Neale",23
"1052","E02000878","Revolution",18
"1053","E02000878","Leman Street Tavern",12
"1054","E02000878","City Zebrano",12
"1055","E02000878","The George Tavern",24
"1056","E02000878","Balls Brothers",14
"1057","E02000878","Castle",11
"1058","E02000878","Tokenhouse",20
"1059","E02000878","The White Hart",7
"1060","E02000878","St. Anne And St. Agnes Church",28
"1061","E02000878","Apples & Pears",7
"1062","E02000878","Cinnamon Kitchen",9
"1063","E02000878","Old Bengal Bar",11
"1064","E02000878","Som Saa",7
"1065","E02000878","Astronomer",8
"1066","E02000878","Dirty Dicks Public House",9
"1067","E02000878","Indo",9
"1068","E02000878","South Place Hotel",16
"1069","E02000878","93 Feet East",4
"1070","E02000878","Barbican Centre",22
"1071","E02000878","Milton Court, Guildhall School Of Music And Drama",22
"1072","E02000878","Second Home",2
"1073","E02000878","Cafe 1001",5
"1074","E02000878","Rough Trade East",5
"1075","E02000878","The Yard",13
"1076","E02000878","Queen Of Hoxton",12
"1077","E02000878","Horse & Groom",12
"1078","E02000878","Boxpark",13
"1079","E02000878","Village Underground",11
"1080","E02000878","Nomad London",28
"1081","E02000878","Shoreditch House",13
"1082","E02000878","Beach Blanket Babylon",10
"1083","E02000878","Concrete",11
"1084","E02000878","Rich Mix",9
"1085","E02000878","Owl & Pussycat",10
"1086","E02000878","The Old Blue Last",13
"1087","E02000878","Red Gallery",17
"1088","E02000878","Mcqueen",18
"1089","E02000878","Lso St. Luke's",27
"1090","E02000878","The Magic Roundabout",21
"1091","E02000878","Xoyo",18
"1092","E02000878","Hoxton Pony",15
"1093","E02000878","The Yard",17
"1094","E02000878","Trapeze Bar",16
"1095","E02000878","Ace Hotel",14
"1096","E02000878","Miranda",14
"1097","E02000878","Club Aquarium",18
"1098","E02000878","Strongroom Bar And Kitchen",16
"1099","E02000878","Barrio Shoreditch",15
"1100","E02000878","Golden Bee",19
"1101","E02000878","The Lighthouse",15
"1102","E02000878","Dragon Bar",15
"1103","E02000878","Red Market",17
"1104","E02000878","Autograph Abp",15
"1105","E02000878","Bounce Shoreditch",18
"1106","E02000878","Cargo",17
"1107","E02000878","Roadtrip & The Workshop",18
"1108","E02000878","Shoreditch Town Hall",17
"1109","E02000878","The Corner Shop",17
"1110","E02000878","Britannia",29
"1111","E02000878","Trafik",18
"1112","E02000878","333 Club",18
"1113","E02000878","Star Of Bethnal Green",19
"1114","E02000878","The Misty Moon",24
"1115","E02000878","Shoreditch Platform",17
"1116","E02000878","The Old Shoreditch Station",17
"1117","E02000878","Hoxton Square Bar And Kitchen",18
"1118","E02000878","Electricity Showrooms",18
"1119","E02000878","Charlie Wright's International Bar",20
"1120","E02000878","Troy Bar",18
"1121","E02000878","Catch",17
"1122","E02000878","The Red Lion",20
"1123","E02000878","Looking Glass Cocktail Club",17
"1124","E02000878","Bethnal Green Working Men's Club",21
"1125","E02000878","Basing House",20
"1126","E02000878","Lion & Lamb",21
"1127","E02000878","Dundee Arms",27
"1128","E02000878","The Macbeth",22
"1129","E02000878","The Gallery Cafe",29
"1130","E02000878","Folklore",21
"1131","E02000878","A Portuguese Love Affair Deli Café",23
"1132","E02000878","Beehive",29
"1133","E02000878","Hoxton Hall",25
"1134","E02000878","Number 177 Bar",25
"1135","E02000878","Sebright Arms",28
"1136","E02000878","Apiary Studios",29
"1137","E02000878","Kings Head Members Club",30
"1138","E02000878","La Cabina",29
"1139","E02000051","Catcher In The Rye",11
"1140","E02000051","Joiners Arms",16
"1141","E02000879","Big Chill Bar",24
"1142","E02000879","Jamboree",24
"1143","E02000879","Pickle Factory",28
"1144","E02000879","Prospect Of Whitby",18
"1145","E02000879","Tobacco Dock",21
"1146","E02000879","Bjs White Swan",14
"1147","E02000879","Pause Bar",30
"1148","E02000879","Thomas Neale",11
"1149","E02000879","Troxy",12
"1150","E02000879","Leman Street Tavern",25
"1151","E02000879","City Zebrano",27
"1152","E02000879","Queens Head",14
"1153","E02000879","The George Tavern",6
"1154","E02000879","Castle",21
"1155","E02000879","The White Hart",21
"1156","E02000879","Apples & Pears",19
"1157","E02000879","Cinnamon Kitchen",28
"1158","E02000879","Som Saa",25
"1159","E02000879","Astronomer",29
"1160","E02000879","Indo",14
"1161","E02000879","93 Feet East",24
"1162","E02000879","Second Home",22
"1163","E02000879","Cafe 1001",25
"1164","E02000879","Rough Trade East",25
"1165","E02000879","Rich Mix",29
"1166","E02000879","Star Of Bethnal Green",22
"1167","E02000879","The Misty Moon",20
"1168","E02000879","Bethnal Green Working Men's Club",26
"1169","E02000879","Dundee Arms",23
"1170","E02000879","The Gallery Cafe",23
"1171","E02000879","Apiary Studios",27
"1172","E02000879","Hare",29
"1173","E02000059","Midland Hotel",8
"1174","E02000059","Greyhound",27
"1175","E02000059","Chandos",28
"1176","E02000366","Moth Club",13
"1177","E02000366","Kansas Smitty's",17
"1178","E02000366","Oslo Hackney",19
"1179","E02000366","Pickle Factory",22
"1180","E02000366","Paper Dress Vintage",18
"1181","E02000366","The Misty Moon",30
"1182","E02000366","Dundee Arms",24
"1183","E02000366","The Gallery Cafe",23
"1184","E02000366","A Portuguese Love Affair Deli Café",29
"1185","E02000366","Sebright Arms",24
"1186","E02000366","Apiary Studios",23
"1187","E02000366","Crown",17
"1188","E02000366","Oval Space",20
"1189","E02000366","Hare",21
"1190","E02000366","Eleanor Arms",20
"1191","E02000366","Guest Projects",19
"1192","E02000366","The Lighthouse",29
"1193","E02000366","Martello Hall",12
"1194","E02000366","Mangle E8",14
